Index;Date[UTC];Time[UTC];DvLIR-SN;MeterNumber;1.8.0[kWh];1.8.1[kWh];1.8.2[kWh];2.8.0[kWh];2.8.1[kWh];2.8.2[kWh];CurrentPower[W];Status
28;28.02.2024;09:00:00;000001;11121956;3558,4179;3558,4179;0,0000;49,8871;49,8871;0,0000;249;
29;28.02.2024;08:45:00;000001;11121956;3558,2345;3558,2345;0,0000;49,8871;49,8871;0,0000;495;
30;28.02.2024;08:30:00;000001;11121956;3558,1073;3558,1073;0,0000;49,8871;49,8871;0,0000;533;
31;28.02.2024;08:15:00;000001;11121956;3557,9769;3557,9769;0,0000;49,8871;49,8871;0,0000;419;
32;28.02.2024;08:00:00;000001;11121956;3557,9231;3557,9231;0,0000;49,8871;49,8871;0,0000;123;
33;28.02.2024;07:45:00;000001;11121956;3557,8802;3557,8802;0,0000;49,8871;49,8871;0,0000;290;
34;28.02.2024;07:30:00;000001;11121956;3557,8353;3557,8353;0,0000;49,8871;49,8871;0,0000;123;
35;28.02.2024;07:15:00;000001;11121956;3557,8022;3557,8022;0,0000;49,8871;49,8871;0,0000;124;
36;28.02.2024;07:00:00;000001;11121956;3557,7632;3557,7632;0,0000;49,8871;49,8871;0,0000;210;
37;28.02.2024;06:45:00;000001;11121956;3557,7194;3557,7194;0,0000;49,8871;49,8871;0,0000;124;
38;28.02.2024;06:30:00;000001;11121956;3557,6877;3557,6877;0,0000;49,8871;49,8871;0,0000;124;
39;28.02.2024;06:15:00;000001;11121956;3557,6501;3557,6501;0,0000;49,8871;49,8871;0,0000;201;
40;28.02.2024;06:00:00;000001;11121956;3557,5103;3557,5103;0,0000;49,8871;49,8871;0,0000;176;
41;28.02.2024;05:45:00;000001;11121956;3557,4315;3557,4315;0,0000;49,8871;49,8871;0,0000;136;
42;28.02.2024;05:30:00;000001;11121956;3557,3913;3557,3913;0,0000;49,8871;49,8871;0,0000;134;
43;28.02.2024;05:15:00;000001;11121956;3557,3574;3557,3574;0,0000;49,8871;49,8871;0,0000;136;
44;28.02.2024;05:00:00;000001;11121956;3557,3232;3557,3232;0,0000;49,8871;49,8871;0,0000;134;
45;28.02.2024;04:45:00;000001;11121956;3557,2802;3557,2802;0,0000;49,8871;49,8871;0,0000;174;
46;28.02.2024;04:30:00;000001;11121956;3557,2412;3557,2412;0,0000;49,8871;49,8871;0,0000;155;
47;28.02.2024;04:15:00;000001;11121956;3557,1978;3557,1978;0,0000;49,8871;49,8871;0,0000;179;
48;28.02.2024;04:00:00;000001;11121956;3557,1625;3557,1625;0,0000;49,8871;49,8871;0,0000;133;
49;28.02.2024;03:45:00;000001;11121956;3557,1283;3557,1283;0,0000;49,8871;49,8871;0,0000;134;
50;28.02.2024;03:30:00;000001;11121956;3557,0947;3557,0947;0,0000;49,8871;49,8871;0,0000;134;
51;28.02.2024;03:15:00;000001;11121956;3557,0610;3557,0610;0,0000;49,8871;49,8871;0,0000;135;
52;28.02.2024;03:00:00;000001;11121956;3557,0272;3557,0272;0,0000;49,8871;49,8871;0,0000;192;
53;28.02.2024;02:45:00;000001;11121956;3556,9815;3556,9815;0,0000;49,8871;49,8871;0,0000;172;
54;28.02.2024;02:30:00;000001;11121956;3556,9397;3556,9397;0,0000;49,8871;49,8871;0,0000;134;
55;28.02.2024;02:15:00;000001;11121956;3556,9059;3556,9059;0,0000;49,8871;49,8871;0,0000;134;
56;28.02.2024;02:00:00;000001;11121956;3556,8721;3556,8721;0,0000;49,8871;49,8871;0,0000;134;
57;28.02.2024;01:45:00;000001;11121956;3556,8378;3556,8378;0,0000;49,8871;49,8871;0,0000;134;
58;28.02.2024;01:30:00;000001;11121956;3556,7977;3556,7977;0,0000;49,8871;49,8871;0,0000;135;
59;28.02.2024;01:15:00;000001;11121956;3556,7640;3556,7640;0,0000;49,8871;49,8871;0,0000;135;
60;28.02.2024;01:00:00;000001;11121956;3556,7303;3556,7303;0,0000;49,8871;49,8871;0,0000;135;
61;28.02.2024;00:45:00;000001;11121956;3556,6933;3556,6933;0,0000;49,8871;49,8871;0,0000;171;
62;28.02.2024;00:30:00;000001;11121956;3556,6497;3556,6497;0,0000;49,8871;49,8871;0,0000;173;
63;28.02.2024;00:15:00;000001;11121956;3556,6091;3556,6091;0,0000;49,8871;49,8871;0,0000;184;
64;28.02.2024;00:00:00;000001;11121956;3556,5744;3556,5744;0,0000;49,8871;49,8871;0,0000;134;
65;27.02.2024;23:45:00;000001;11121956;3556,5399;3556,5399;0,0000;49,8871;49,8871;0,0000;135;
66;27.02.2024;23:30:00;000001;11121956;3556,5061;3556,5061;0,0000;49,8871;49,8871;0,0000;136;
67;27.02.2024;23:15:00;000001;11121956;3556,4721;3556,4721;0,0000;49,8871;49,8871;0,0000;135;
68;27.02.2024;23:00:00;000001;11121956;3556,4373;3556,4373;0,0000;49,8871;49,8871;0,0000;181;
69;27.02.2024;22:45:00;000001;11121956;3556,3958;3556,3958;0,0000;49,8871;49,8871;0,0000;171;
70;27.02.2024;22:30:00;000001;11121956;3556,3518;3556,3518;0,0000;49,8871;49,8871;0,0000;175;
71;27.02.2024;22:15:00;000001;11121956;3556,3155;3556,3155;0,0000;49,8871;49,8871;0,0000;135;
72;27.02.2024;22:00:00;000001;11121956;3556,2817;3556,2817;0,0000;49,8871;49,8871;0,0000;134;
73;27.02.2024;21:45:00;000001;11121956;3556,2479;3556,2479;0,0000;49,8871;49,8871;0,0000;138;
74;27.02.2024;21:30:00;000001;11121956;3556,2076;3556,2076;0,0000;49,8871;49,8871;0,0000;135;
75;27.02.2024;21:15:00;000001;11121956;3556,1734;3556,1734;0,0000;49,8871;49,8871;0,0000;147;
76;27.02.2024;21:00:00;000001;11121956;3556,1340;3556,1340;0,0000;49,8871;49,8871;0,0000;157;
77;27.02.2024;20:45:00;000001;11121956;3555,9153;3555,9153;0,0000;49,8871;49,8871;0,0000;2332;
78;27.02.2024;20:30:00;000001;11121956;3555,7282;3555,7282;0,0000;49,8871;49,8871;0,0000;165;
79;27.02.2024;20:15:00;000001;11121956;3555,6753;3555,6753;0,0000;49,8871;49,8871;0,0000;187;
80;27.02.2024;20:00:00;000001;11121956;3555,6205;3555,6205;0,0000;49,8871;49,8871;0,0000;494;
81;27.02.2024;19:45:00;000001;11121956;3555,3395;3555,3395;0,0000;49,8871;49,8871;0,0000;571;
82;27.02.2024;19:30:00;000001;11121956;3554,8878;3554,8878;0,0000;49,8871;49,8871;0,0000;1997;
83;27.02.2024;19:15:00;000001;11121956;3554,5731;3554,5731;0,0000;49,8871;49,8871;0,0000;2017;
84;27.02.2024;19:00:00;000001;11121956;3554,1799;3554,1799;0,0000;49,8871;49,8871;0,0000;524;
85;27.02.2024;18:45:00;000001;11121956;3554,1276;3554,1276;0,0000;49,8871;49,8871;0,0000;174;
86;27.02.2024;18:30:00;000001;11121956;3554,0913;3554,0913;0,0000;49,8871;49,8871;0,0000;134;
87;27.02.2024;18:15:00;000001;11121956;3554,0519;3554,0519;0,0000;49,8871;49,8871;0,0000;200;
88;27.02.2024;18:00:00;000001;11121956;3553,9953;3553,9953;0,0000;49,8871;49,8871;0,0000;230;
89;27.02.2024;17:45:00;000001;11121956;3553,8983;3553,8983;0,0000;49,8871;49,8871;0,0000;588;
90;27.02.2024;17:30:00;000001;11121956;3553,7607;3553,7607;0,0000;49,8871;49,8871;0,0000;575;
91;27.02.2024;17:15:00;000001;11121956;3553,6232;3553,6232;0,0000;49,8871;49,8871;0,0000;642;
92;27.02.2024;17:00:00;000001;11121956;3553,4011;3553,4011;0,0000;49,8871;49,8871;0,0000;533;
93;27.02.2024;16:45:00;000001;11121956;3553,2616;3553,2616;0,0000;49,8871;49,8871;0,0000;549;
94;27.02.2024;16:30:00;000001;11121956;3553,1267;3553,1267;0,0000;49,8871;49,8871;0,0000;539;
95;27.02.2024;16:15:00;000001;11121956;3553,0470;3553,0470;0,0000;49,8871;49,8871;0,0000;212;
96;27.02.2024;16:00:00;000001;11121956;3552,9906;3552,9906;0,0000;49,8871;49,8871;0,0000;225;
97;27.02.2024;15:45:00;000001;11121956;3552,9374;3552,9374;0,0000;49,8871;49,8871;0,0000;210;
98;27.02.2024;15:30:00;000001;11121956;3552,8878;3552,8878;0,0000;49,8871;49,8871;0,0000;194;
99;27.02.2024;15:15:00;000001;11121956;3552,8348;3552,8348;0,0000;49,8871;49,8871;0,0000;193;
100;27.02.2024;15:00:00;000001;11121956;3552,7757;3552,7757;0,0000;49,8871;49,8871;0,0000;248;
101;27.02.2024;14:45:00;000001;11121956;3552,7141;3552,7141;0,0000;49,8871;49,8871;0,0000;259;
102;27.02.2024;14:30:00;000001;11121956;3552,6595;3552,6595;0,0000;49,8871;49,8871;0,0000;202;
103;27.02.2024;14:15:00;000001;11121956;3552,6096;3552,6096;0,0000;49,8871;49,8871;0,0000;192;
104;27.02.2024;14:00:00;000001;11121956;3552,4670;3552,4670;0,0000;49,8871;49,8871;0,0000;212;
105;27.02.2024;13:45:00;000001;11121956;3552,4066;3552,4066;0,0000;49,8871;49,8871;0,0000;211;
106;27.02.2024;13:30:00;000001;11121956;3552,3528;3552,3528;0,0000;49,8871;49,8871;0,0000;211;
107;27.02.2024;13:15:00;000001;11121956;3552,2988;3552,2988;0,0000;49,8871;49,8871;0,0000;220;
108;27.02.2024;13:00:00;000001;11121956;3552,2422;3552,2422;0,0000;49,8871;49,8871;0,0000;238;
109;27.02.2024;12:45:00;000001;11121956;3552,1817;3552,1817;0,0000;49,8871;49,8871;0,0000;228;
110;27.02.2024;12:30:00;000001;11121956;3552,1123;3552,1123;0,0000;49,8871;49,8871;0,0000;341;
111;27.02.2024;12:15:00;000001;11121956;3552,0376;3552,0376;0,0000;49,8871;49,8871;0,0000;286;
112;27.02.2024;12:00:00;000001;11121956;3551,9568;3551,9568;0,0000;49,8871;49,8871;0,0000;288;
113;27.02.2024;11:45:00;000001;11121956;3551,8797;3551,8797;0,0000;49,8871;49,8871;0,0000;319;
114;27.02.2024;11:30:00;000001;11121956;3551,6617;3551,6617;0,0000;49,8871;49,8871;0,0000;250;
115;27.02.2024;11:15:00;000001;11121956;3551,5301;3551,5301;0,0000;49,8871;49,8871;0,0000;1530;
116;27.02.2024;11:00:00;000001;11121956;3550,8404;3550,8404;0,0000;49,8871;49,8871;0,0000;999;
117;27.02.2024;10:45:00;000001;11121956;3550,5036;3550,5036;0,0000;49,8871;49,8871;0,0000;1619;
118;27.02.2024;10:30:00;000001;11121956;3550,0803;3550,0803;0,0000;49,8871;49,8871;0,0000;298;
119;27.02.2024;10:15:00;000001;11121956;3549,9363;3549,9363;0,0000;49,8871;49,8871;0,0000;1702;
120;27.02.2024;10:00:00;000001;11121956;3549,6800;3549,6800;0,0000;49,8871;49,8871;0,0000;414;
121;27.02.2024;09:45:00;000001;11121956;3549,5712;3549,5712;0,0000;49,8871;49,8871;0,0000;348;
122;27.02.2024;09:30:00;000001;11121956;3549,4994;3549,4994;0,0000;49,8871;49,8871;0,0000;214;
123;27.02.2024;09:15:00;000001;11121956;3549,4049;3549,4049;0,0000;49,8871;49,8871;0,0000;658;
124;27.02.2024;09:00:00;000001;11121956;3549,2393;3549,2393;0,0000;49,8871;49,8871;0,0000;667;
125;27.02.2024;08:45:00;000001;11121956;3549,1494;3549,1494;0,0000;49,8871;49,8871;0,0000;298;
126;27.02.2024;08:30:00;000001;11121956;3549,0820;3549,0820;0,0000;49,8871;49,8871;0,0000;193;
127;27.02.2024;08:15:00;000001;11121956;3549,0284;3549,0284;0,0000;49,8871;49,8871;0,0000;191;
128;27.02.2024;08:00:00;000001;11121956;3548,9750;3548,9750;0,0000;49,8871;49,8871;0,0000;194;
129;27.02.2024;07:45:00;000001;11121956;3548,9246;3548,9246;0,0000;49,8871;49,8871;0,0000;201;
130;27.02.2024;07:30:00;000001;11121956;3548,8750;3548,8750;0,0000;49,8871;49,8871;0,0000;202;
131;27.02.2024;07:15:00;000001;11121956;3548,8189;3548,8189;0,0000;49,8871;49,8871;0,0000;250;
132;27.02.2024;07:00:00;000001;11121956;3548,7652;3548,7652;0,0000;49,8871;49,8871;0,0000;198;
133;27.02.2024;06:45:00;000001;11121956;3548,7183;3548,7183;0,0000;49,8871;49,8871;0,0000;173;
134;27.02.2024;06:30:00;000001;11121956;3548,6450;3548,6450;0,0000;49,8871;49,8871;0,0000;310;
135;27.02.2024;06:15:00;000001;11121956;3548,5693;3548,5693;0,0000;49,8871;49,8871;0,0000;132;
136;27.02.2024;06:00:00;000001;11121956;3548,3986;3548,3986;0,0000;49,8871;49,8871;0,0000;132;
137;27.02.2024;05:45:00;000001;11121956;3548,3590;3548,3590;0,0000;49,8871;49,8871;0,0000;132;
138;27.02.2024;05:30:00;000001;11121956;3548,3257;3548,3257;0,0000;49,8871;49,8871;0,0000;133;
139;27.02.2024;05:15:00;000001;11121956;3548,2918;3548,2918;0,0000;49,8871;49,8871;0,0000;133;
140;27.02.2024;05:00:00;000001;11121956;3548,2589;3548,2589;0,0000;49,8871;49,8871;0,0000;133;
141;27.02.2024;04:45:00;000001;11121956;3548,2258;3548,2258;0,0000;49,8871;49,8871;0,0000;135;
142;27.02.2024;04:30:00;000001;11121956;3548,1842;3548,1842;0,0000;49,8871;49,8871;0,0000;160;
143;27.02.2024;04:15:00;000001;11121956;3548,1359;3548,1359;0,0000;49,8871;49,8871;0,0000;168;
144;27.02.2024;04:00:00;000001;11121956;3548,0944;3548,0944;0,0000;49,8871;49,8871;0,0000;141;
145;27.02.2024;03:45:00;000001;11121956;3548,0610;3548,0610;0,0000;49,8871;49,8871;0,0000;131;
146;27.02.2024;03:30:00;000001;11121956;3548,0280;3548,0280;0,0000;49,8871;49,8871;0,0000;132;
147;27.02.2024;03:15:00;000001;11121956;3547,9950;3547,9950;0,0000;49,8871;49,8871;0,0000;132;
148;27.02.2024;03:00:00;000001;11121956;3547,9548;3547,9548;0,0000;49,8871;49,8871;0,0000;146;
149;27.02.2024;02:45:00;000001;11121956;3547,9215;3547,9215;0,0000;49,8871;49,8871;0,0000;133;
150;27.02.2024;02:30:00;000001;11121956;3547,8883;3547,8883;0,0000;49,8871;49,8871;0,0000;132;
151;27.02.2024;02:15:00;000001;11121956;3547,8549;3547,8549;0,0000;49,8871;49,8871;0,0000;139;
152;27.02.2024;02:00:00;000001;11121956;3547,8159;3547,8159;0,0000;49,8871;49,8871;0,0000;170;
153;27.02.2024;01:45:00;000001;11121956;3547,7734;3547,7734;0,0000;49,8871;49,8871;0,0000;179;
154;27.02.2024;01:30:00;000001;11121956;3547,7348;3547,7348;0,0000;49,8871;49,8871;0,0000;132;
155;27.02.2024;01:15:00;000001;11121956;3547,7017;3547,7017;0,0000;49,8871;49,8871;0,0000;133;
156;27.02.2024;01:00:00;000001;11121956;3547,6685;3547,6685;0,0000;49,8871;49,8871;0,0000;132;
157;27.02.2024;00:45:00;000001;11121956;3547,6353;3547,6353;0,0000;49,8871;49,8871;0,0000;138;
158;27.02.2024;00:30:00;000001;11121956;3547,6015;3547,6015;0,0000;49,8871;49,8871;0,0000;133;
159;27.02.2024;00:15:00;000001;11121956;3547,5629;3547,5629;0,0000;49,8871;49,8871;0,0000;184;
160;27.02.2024;00:00:00;000001;11121956;3547,5288;3547,5288;0,0000;49,8871;49,8871;0,0000;132;
161;26.02.2024;23:45:00;000001;11121956;3547,4901;3547,4901;0,0000;49,8871;49,8871;0,0000;170;
162;26.02.2024;23:30:00;000001;11121956;3547,4481;3547,4481;0,0000;49,8871;49,8871;0,0000;131;
163;26.02.2024;23:15:00;000001;11121956;3547,4151;3547,4151;0,0000;49,8871;49,8871;0,0000;132;
164;26.02.2024;23:00:00;000001;11121956;3547,3821;3547,3821;0,0000;49,8871;49,8871;0,0000;132;
165;26.02.2024;22:45:00;000001;11121956;3547,3480;3547,3480;0,0000;49,8871;49,8871;0,0000;68;
166;26.02.2024;22:30:00;000001;11121956;3547,3308;3547,3308;0,0000;49,8871;49,8871;0,0000;69;
167;26.02.2024;22:15:00;000001;11121956;3547,3136;3547,3136;0,0000;49,8871;49,8871;0,0000;69;
168;26.02.2024;22:00:00;000001;11121956;3547,2965;3547,2965;0,0000;49,8871;49,8871;0,0000;68;
169;26.02.2024;21:45:00;000001;11121956;3547,2794;3547,2794;0,0000;49,8871;49,8871;0,0000;69;
170;26.02.2024;21:30:00;000001;11121956;3547,2497;3547,2497;0,0000;49,8871;49,8871;0,0000;155;
171;26.02.2024;21:15:00;000001;11121956;3547,2237;3547,2237;0,0000;49,8871;49,8871;0,0000;69;
172;26.02.2024;21:00:00;000001;11121956;3547,2065;3547,2065;0,0000;49,8871;49,8871;0,0000;69;
173;26.02.2024;20:45:00;000001;11121956;3547,1890;3547,1890;0,0000;49,8871;49,8871;0,0000;69;
174;26.02.2024;20:30:00;000001;11121956;3547,1714;3547,1714;0,0000;49,8871;49,8871;0,0000;71;
175;26.02.2024;20:15:00;000001;11121956;3547,1533;3547,1533;0,0000;49,8871;49,8871;0,0000;72;
176;26.02.2024;20:00:00;000001;11121956;3547,1283;3547,1283;0,0000;49,8871;49,8871;0,0000;75;
177;26.02.2024;19:45:00;000001;11121956;3547,1083;3547,1083;0,0000;49,8871;49,8871;0,0000;116;
178;26.02.2024;19:30:00;000001;11121956;3547,0588;3547,0588;0,0000;49,8871;49,8871;0,0000;234;
179;26.02.2024;19:15:00;000001;11121956;3546,9431;3546,9431;0,0000;49,8871;49,8871;0,0000;460;
180;26.02.2024;19:00:00;000001;11121956;3546,8265;3546,8265;0,0000;49,8871;49,8871;0,0000;493;
181;26.02.2024;18:45:00;000001;11121956;3546,7128;3546,7128;0,0000;49,8871;49,8871;0,0000;440;
182;26.02.2024;18:30:00;000001;11121956;3546,5826;3546,5826;0,0000;49,8871;49,8871;0,0000;183;
183;26.02.2024;18:15:00;000001;11121956;3546,5394;3546,5394;0,0000;49,8871;49,8871;0,0000;180;
184;26.02.2024;18:00:00;000001;11121956;3546,4725;3546,4725;0,0000;49,8871;49,8871;0,0000;213;
185;26.02.2024;17:45:00;000001;11121956;3546,4017;3546,4017;0,0000;49,8871;49,8871;0,0000;553;
186;26.02.2024;17:30:00;000001;11121956;3546,3536;3546,3536;0,0000;49,8871;49,8871;0,0000;134;
187;26.02.2024;17:15:00;000001;11121956;3546,3117;3546,3117;0,0000;49,8871;49,8871;0,0000;137;
188;26.02.2024;17:00:00;000001;11121956;3546,2773;3546,2773;0,0000;49,8871;49,8871;0,0000;135;
189;26.02.2024;16:45:00;000001;11121956;3546,2436;3546,2436;0,0000;49,8871;49,8871;0,0000;124;
190;26.02.2024;16:30:00;000001;11121956;3546,2118;3546,2118;0,0000;49,8871;49,8871;0,0000;123;
191;26.02.2024;16:15:00;000001;11121956;3546,1801;3546,1801;0,0000;49,8871;49,8871;0,0000;124;
192;26.02.2024;16:00:00;000001;11121956;3546,1444;3546,1444;0,0000;49,8871;49,8871;0,0000;207;
193;26.02.2024;15:45:00;000001;11121956;3546,0973;3546,0973;0,0000;49,8871;49,8871;0,0000;162;
194;26.02.2024;15:30:00;000001;11121956;3546,0642;3546,0642;0,0000;49,8871;49,8871;0,0000;124;
195;26.02.2024;15:15:00;000001;11121956;3546,0324;3546,0324;0,0000;49,8871;49,8871;0,0000;123;
196;26.02.2024;15:00:00;000001;11121956;3546,0007;3546,0007;0,0000;49,8871;49,8871;0,0000;123;
197;26.02.2024;14:45:00;000001;11121956;3545,9691;3545,9691;0,0000;49,8871;49,8871;0,0000;122;
198;26.02.2024;14:30:00;000001;11121956;3545,9349;3545,9349;0,0000;49,8871;49,8871;0,0000;159;
199;26.02.2024;14:15:00;000001;11121956;3545,8990;3545,8990;0,0000;49,8871;49,8871;0,0000;143;
200;26.02.2024;14:00:00;000001;11121956;3545,8646;3545,8646;0,0000;49,8871;49,8871;0,0000;100;
201;26.02.2024;13:45:00;000001;11121956;3545,8379;3545,8379;0,0000;49,8871;49,8871;0,0000;100;
202;26.02.2024;13:30:00;000001;11121956;3545,8135;3545,8135;0,0000;49,8871;49,8871;0,0000;85;
203;26.02.2024;13:15:00;000001;11121956;3545,7944;3545,7944;0,0000;49,8871;49,8871;0,0000;59;
204;26.02.2024;13:00:00;000001;11121956;3545,7738;3545,7738;0,0000;49,8871;49,8871;0,0000;31;
205;26.02.2024;12:45:00;000001;11121956;3545,7562;3545,7562;0,0000;49,8871;49,8871;0,0000;42;
206;26.02.2024;12:30:00;000001;11121956;3545,7319;3545,7319;0,0000;49,8871;49,8871;0,0000;73;
207;26.02.2024;12:15:00;000001;11121956;3545,7234;3545,7234;0,0000;49,8856;49,8856;0,0000;-51;
208;26.02.2024;12:00:00;000001;11121956;3545,7106;3545,7106;0,0000;49,8816;49,8816;0,0000;170;
209;26.02.2024;11:45:00;000001;11121956;3545,6097;3545,6097;0,0000;49,8816;49,8816;0,0000;356;
210;26.02.2024;11:30:00;000001;11121956;3545,4094;3545,4094;0,0000;49,8813;49,8813;0,0000;368;
211;26.02.2024;11:15:00;000001;11121956;3545,0977;3545,0977;0,0000;49,8766;49,8766;0,0000;-113;
212;26.02.2024;11:00:00;000001;11121956;3545,0677;3545,0677;0,0000;49,8574;49,8574;0,0000;16;
213;26.02.2024;10:45:00;000001;11121956;3545,0523;3545,0523;0,0000;49,8574;49,8574;0,0000;106;
214;26.02.2024;10:30:00;000001;11121956;3544,9289;3544,9289;0,0000;49,8574;49,8574;0,0000;1504;
215;26.02.2024;10:15:00;000001;11121956;3544,8500;3544,8500;0,0000;49,8574;49,8574;0,0000;253;
216;26.02.2024;10:00:00;000001;11121956;3544,7787;3544,7787;0,0000;49,8574;49,8574;0,0000;284;
217;26.02.2024;09:45:00;000001;11121956;3544,7057;3544,7057;0,0000;49,8574;49,8574;0,0000;226;
218;26.02.2024;09:30:00;000001;11121956;3544,5671;3544,5671;0,0000;49,8574;49,8574;0,0000;1497;
219;26.02.2024;09:15:00;000001;11121956;3544,4326;3544,4326;0,0000;49,8574;49,8574;0,0000;334;
220;26.02.2024;09:00:00;000001;11121956;3544,3955;3544,3955;0,0000;49,8574;49,8574;0,0000;23;
221;26.02.2024;08:45:00;000001;11121956;3544,3874;3544,3874;0,0000;49,8574;49,8574;0,0000;65;
222;26.02.2024;08:30:00;000001;11121956;3544,3705;3544,3705;0,0000;49,8574;49,8574;0,0000;68;
223;26.02.2024;08:15:00;000001;11121956;3544,3507;3544,3507;0,0000;49,8574;49,8574;0,0000;88;
224;26.02.2024;08:00:00;000001;11121956;3544,3181;3544,3181;0,0000;49,8574;49,8574;0,0000;150;
225;26.02.2024;07:45:00;000001;11121956;3544,2814;3544,2814;0,0000;49,8574;49,8574;0,0000;104;
226;26.02.2024;07:30:00;000001;11121956;3544,2530;3544,2530;0,0000;49,8574;49,8574;0,0000;114;
227;26.02.2024;07:15:00;000001;11121956;3544,2231;3544,2231;0,0000;49,8574;49,8574;0,0000;117;
228;26.02.2024;07:00:00;000001;11121956;3544,1949;3544,1949;0,0000;49,8574;49,8574;0,0000;106;
229;26.02.2024;06:45:00;000001;11121956;3544,1654;3544,1654;0,0000;49,8574;49,8574;0,0000;124;
230;26.02.2024;06:30:00;000001;11121956;3544,1304;3544,1304;0,0000;49,8574;49,8574;0,0000;169;
231;26.02.2024;06:15:00;000001;11121956;3544,0961;3544,0961;0,0000;49,8574;49,8574;0,0000;123;
232;26.02.2024;06:00:00;000001;11121956;3544,0639;3544,0639;0,0000;49,8574;49,8574;0,0000;145;
233;26.02.2024;05:45:00;000001;11121956;3544,0254;3544,0254;0,0000;49,8574;49,8574;0,0000;172;
234;26.02.2024;05:30:00;000001;11121956;3543,9820;3543,9820;0,0000;49,8574;49,8574;0,0000;135;
235;26.02.2024;05:15:00;000001;11121956;3543,8912;3543,8912;0,0000;49,8574;49,8574;0,0000;615;
236;26.02.2024;05:00:00;000001;11121956;3543,7923;3543,7923;0,0000;49,8574;49,8574;0,0000;215;
237;26.02.2024;04:45:00;000001;11121956;3543,6309;3543,6309;0,0000;49,8574;49,8574;0,0000;134;
238;26.02.2024;04:30:00;000001;11121956;3543,5946;3543,5946;0,0000;49,8574;49,8574;0,0000;163;
239;26.02.2024;04:15:00;000001;11121956;3543,5557;3543,5557;0,0000;49,8574;49,8574;0,0000;134;
240;26.02.2024;04:00:00;000001;11121956;3543,5212;3543,5212;0,0000;49,8574;49,8574;0,0000;133;
241;26.02.2024;03:45:00;000001;11121956;3543,4819;3543,4819;0,0000;49,8574;49,8574;0,0000;205;
