Index;Date[UTC];Time[UTC];DvLIR-SN;MeterNumber;1.8.0[kWh];1.8.1[kWh];1.8.2[kWh];2.8.0[kWh];2.8.1[kWh];2.8.2[kWh];CurrentPower[W];Status
494;23.02.2024;12:30:00;000001;11121956;3525,5555;3525,5555;0,0000;49,7150;49,7150;0,0000;2369;
495;23.02.2024;12:15:00;000001;11121956;3525,1844;3525,1844;0,0000;49,7150;49,7150;0,0000;152;
496;23.02.2024;12:00:00;000001;11121956;3524,9123;3524,9123;0,0000;49,7150;49,7150;0,0000;1673;
497;23.02.2024;11:45:00;000001;11121956;3524,6253;3524,6253;0,0000;49,7150;49,7150;0,0000;145;
498;23.02.2024;11:30:00;000001;11121956;3524,6048;3524,6048;0,0000;49,7150;49,7150;0,0000;77;
499;23.02.2024;11:15:00;000001;11121956;3524,5901;3524,5901;0,0000;49,7149;49,7149;0,0000;-2;
500;23.02.2024;11:00:00;000001;11121956;3524,5862;3524,5862;0,0000;49,7071;49,7071;0,0000;53;
501;23.02.2024;10:45:00;000001;11121956;3524,3449;3524,3449;0,0000;49,7067;49,7067;0,0000;27;
502;23.02.2024;10:30:00;000001;11121956;3524,3375;3524,3375;0,0000;49,7066;49,7066;0,0000;-33;
503;23.02.2024;10:15:00;000001;11121956;3524,3224;3524,3224;0,0000;49,7008;49,7008;0,0000;136;
504;23.02.2024;10:00:00;000001;11121956;3524,3010;3524,3010;0,0000;49,7008;49,7008;0,0000;98;
505;23.02.2024;09:45:00;000001;11121956;3524,2763;3524,2763;0,0000;49,7008;49,7008;0,0000;138;
506;23.02.2024;09:30:00;000001;11121956;3524,2311;3524,2311;0,0000;49,7008;49,7008;0,0000;295;
507;23.02.2024;09:15:00;000001;11121956;3524,1854;3524,1854;0,0000;49,7008;49,7008;0,0000;166;
508;23.02.2024;09:00:00;000001;11121956;3524,1442;3524,1442;0,0000;49,7008;49,7008;0,0000;287;
509;23.02.2024;08:45:00;000001;11121956;3524,0931;3524,0931;0,0000;49,7008;49,7008;0,0000;173;
510;23.02.2024;08:30:00;000001;11121956;3524,0250;3524,0250;0,0000;49,7008;49,7008;0,0000;297;
511;23.02.2024;08:15:00;000001;11121956;3523,9628;3523,9628;0,0000;49,7008;49,7008;0,0000;218;
512;23.02.2024;08:00:00;000001;11121956;3523,9063;3523,9063;0,0000;49,7008;49,7008;0,0000;249;
513;23.02.2024;07:45:00;000001;11121956;3523,8299;3523,8299;0,0000;49,7008;49,7008;0,0000;305;
514;23.02.2024;07:30:00;000001;11121956;3523,4091;3523,4091;0,0000;49,7008;49,7008;0,0000;2245;
515;23.02.2024;07:15:00;000001;11121956;3522,8459;3522,8459;0,0000;49,7008;49,7008;0,0000;2186;
516;23.02.2024;07:00:00;000001;11121956;3522,3708;3522,3708;0,0000;49,7008;49,7008;0,0000;135;
517;23.02.2024;06:45:00;000001;11121956;3522,3256;3522,3256;0,0000;49,7008;49,7008;0,0000;131;
518;23.02.2024;06:30:00;000001;11121956;3522,2917;3522,2917;0,0000;49,7008;49,7008;0,0000;168;
519;23.02.2024;06:15:00;000001;11121956;3522,2454;3522,2454;0,0000;49,7008;49,7008;0,0000;386;
520;23.02.2024;06:00:00;000001;11121956;3522,0311;3522,0311;0,0000;49,7008;49,7008;0,0000;71;
521;23.02.2024;05:45:00;000001;11121956;3522,0111;3522,0111;0,0000;49,7008;49,7008;0,0000;105;
522;23.02.2024;05:30:00;000001;11121956;3521,9792;3521,9792;0,0000;49,7008;49,7008;0,0000;163;
523;23.02.2024;05:15:00;000001;11121956;3521,9581;3521,9581;0,0000;49,7008;49,7008;0,0000;70;
524;23.02.2024;05:00:00;000001;11121956;3521,9405;3521,9405;0,0000;49,7008;49,7008;0,0000;70;
525;23.02.2024;04:45:00;000001;11121956;3521,9231;3521,9231;0,0000;49,7008;49,7008;0,0000;69;
526;23.02.2024;04:30:00;000001;11121956;3521,8921;3521,8921;0,0000;49,7008;49,7008;0,0000;179;
527;23.02.2024;04:15:00;000001;11121956;3521,8540;3521,8540;0,0000;49,7008;49,7008;0,0000;68;
528;23.02.2024;04:00:00;000001;11121956;3521,8369;3521,8369;0,0000;49,7008;49,7008;0,0000;68;
529;23.02.2024;03:45:00;000001;11121956;3521,8197;3521,8197;0,0000;49,7008;49,7008;0,0000;69;
530;23.02.2024;03:30:00;000001;11121956;3521,7978;3521,7978;0,0000;49,7008;49,7008;0,0000;106;
531;23.02.2024;03:15:00;000001;11121956;3521,7674;3521,7674;0,0000;49,7008;49,7008;0,0000;154;
532;23.02.2024;03:00:00;000001;11121956;3521,7461;3521,7461;0,0000;49,7008;49,7008;0,0000;68;
533;23.02.2024;02:45:00;000001;11121956;3521,7287;3521,7287;0,0000;49,7008;49,7008;0,0000;69;
534;23.02.2024;02:30:00;000001;11121956;3521,7112;3521,7112;0,0000;49,7008;49,7008;0,0000;70;
535;23.02.2024;02:15:00;000001;11121956;3521,6936;3521,6936;0,0000;49,7008;49,7008;0,0000;70;
536;23.02.2024;02:00:00;000001;11121956;3521,6697;3521,6697;0,0000;49,7008;49,7008;0,0000;69;
537;23.02.2024;01:45:00;000001;11121956;3521,6524;3521,6524;0,0000;49,7008;49,7008;0,0000;69;
538;23.02.2024;01:30:00;000001;11121956;3521,6352;3521,6352;0,0000;49,7008;49,7008;0,0000;69;
539;23.02.2024;01:15:00;000001;11121956;3521,6100;3521,6100;0,0000;49,7008;49,7008;0,0000;109;
540;23.02.2024;01:00:00;000001;11121956;3521,5821;3521,5821;0,0000;49,7008;49,7008;0,0000;116;
541;23.02.2024;00:45:00;000001;11121956;3521,5615;3521,5615;0,0000;49,7008;49,7008;0,0000;68;
542;23.02.2024;00:30:00;000001;11121956;3521,5440;3521,5440;0,0000;49,7008;49,7008;0,0000;69;
543;23.02.2024;00:15:00;000001;11121956;3521,5267;3521,5267;0,0000;49,7008;49,7008;0,0000;70;
